,surface_points,surface_disp_step1,surface_disp_step2,surface_disp_step3,surface_disp_step4,surface_disp_step5,surface_disp_step6,surface_disp_step7,surface_disp_step8,surface_disp_step9,surface_disp_step10
119,0.025390625,53.947397803747386,95.2842637183705,129.39048248326523,157.53088762257946,180.74902617177094,199.90589863106277,215.7118975102748,228.75315333004386,239.51327093279383,248.3912632981737
120,0.025,57.43811358611718,101.44978990900843,137.7627915765567,167.7238617042899,192.44412491307665,212.84032564672702,229.6688402389751,243.55373371253268,255.00990638831544,264.4621903793052
121,0.024609375000000003,60.88799414456852,107.54302269942006,146.0371348697308,177.79789836036423,204.00312110156693,225.6245772082398,243.46405547687664,258.18309537017706,270.3275200137181,280.3476773930245
122,0.02421875,64.33380502131385,113.62933370613543,154.30193910433803,187.8600319294799,215.5481272839175,238.3930277103759,257.2419162792558,272.793780797418,285.62533884366763,296.2124266925075
123,0.023828125,67.73470683065274,119.63596052007325,162.45861185043952,197.79076148648613,226.94266220712774,250.99536339439408,270.84081388274757,287.214942073103,300.72494778755254,311.8718196389005
124,0.0234375,71.13029829331876,125.63366862649333,170.60316264508353,207.70653294807946,238.31976627045086,263.5781400655262,284.4183378870637,301.61319256243615,315.80034968550876,327.50591599382744
125,0.023046875,74.4769789049018,131.54443107597183,178.62959313919848,217.47864997148537,249.53227894056013,275.9791378598485,297.7999603381315,315.8039290127551,330.6586841808125,342.9150826224664
126,0.022656250000000003,77.81711380486075,137.44428502563377,186.64132709792364,227.23276310661888,260.7239298570055,288.35682926937903,311.1562011283082,329.96753165756365,345.48841127916205,358.29440598377425
127,0.022265625000000004,81.10441446739628,143.2500727299856,194.52514473940465,236.83120708628732,271.73714036918244,300.5373780795701,324.2999264429368,343.9059746832726,360.0825741601464,373.4296004711415
128,0.021875000000000002,84.38394110043349,149.04297200588357,202.39170304264368,246.40861466048577,282.7260727312354,312.69088864281355,337.41427838625,357.8130779349226,374.6437469243585,388.53042312811067
129,0.021484375,87.60679472647273,154.7348366612944,210.12075743999415,255.81859327007956,293.5230089508537,324.63221780762575,350.29985196336685,371.4777485552276,388.9512489894586,403.36832275113403
130,0.02109375,90.82065472065156,160.4118454221936,217.83000477142357,265.2045200778928,304.29226941338237,336.54279703110257,363.15208176863945,385.10689568960765,403.2214012591773,418.16734567162473
131,0.020703125000000003,93.9740937260494,165.98101464573566,225.39238454022777,274.411532059973,314.85629323322746,348.22650536183863,375.75964772484156,398.4767377706279,417.2201960618209,432.68508688743253
132,0.0203125,97.11732991345674,171.53337562651242,232.93242796168445,283.59149790427074,325.38926687909344,359.87577700269867,388.32992590684876,411.8069002541871,431.1773099857399,447.1594759470123
133,0.019921875,100.19649384323976,176.9712664263905,240.3164790164984,292.58135534039036,335.7040997718169,371.28386104392274,400.64005757167706,424.8613128479595,444.8458276946079,461.3346895083805
134,0.01953125,103.26425783673835,182.39041432610307,247.67568615110503,301.54119717196073,345.98453551596225,382.65385120754684,412.90898877115524,437.87192249141697,458.4683673971609,475.4621104053735
135,0.019140625,106.26440092258929,187.688646445069,254.87002982247589,310.3000475381365,356.0342838390162,393.7687332230243,424.9027188850206,450.59079185882376,471.78554832482064,489.2729561316125
136,0.018750000000000003,109.251960594579,192.96622113811515,262.0370467959542,319.0259412998674,366.0463194928253,404.8418980842702,436.8513717820061,463.2617725391117,485.05249312031594,503.0316088323579
137,0.018359375000000004,112.168459015015,198.11662987865031,269.03059724648864,327.54028867034845,375.8154988173314,415.6464529642624,448.51022153085665,475.62550293976346,497.9978199612538,516.4568090421358
138,0.017968750000000002,115.07120583397486,203.2444893728072,275.99436628398877,336.0187707214865,385.5436856707679,426.40570595500424,460.1201581817806,487.9373017105557,510.88869692750416,529.8254615616634
139,0.017578125,117.89956491690795,208.2391383126023,282.7763477720921,344.2754967849828,395.0172448937509,436.8832878828783,471.42616597120326,499.92684591566604,523.4422267055427,542.8443342039479
140,0.0171875,120.71302095129731,213.2093711284565,289.52612401316895,352.49348437598934,404.44657120997044,447.31202567818275,482.67946985081045,511.86046274544617,535.9371418213819,555.8023548981389
